Class,component,sup,cpm,mis,misr,dir,omega
1.0,37.0,2.0,9000.0,3.25,0.0,io,3000.0
1.0,38.0,2.0,9000.0,2.5,0.0,iv,3000.0
1.0,39.0,2.0,9000.0,3.0,0.0,ia,3000.0
1.0,40.0,2.0,12000.0,1.5,0.0,io,3000.0
1.0,41.0,2.0,12000.0,0.9,0.0,iv,3000.0
1.0,42.0,2.0,12000.0,1.3,0.0,ia,3000.0
1.0,43.0,1.0,3000.0,0.5,0.0,io,3000.0
1.0,44.0,1.0,3000.0,0.8,0.0,iv,3000.0
1.0,45.0,2.0,15000.0,1.5,0.0,io,3000.0
1.0,46.0,4.0,9000.0,0.9,0.0,io,3000.0
1.0,47.0,2.0,18000.0,1.9,0.0,io,3000.0
1.0,48.0,2.0,18000.0,1.25,0.0,ia,3000.0
1.0,49.0,3.0,3000.0,10.5,0.0,io,3000.0
1.0,50.0,3.0,3000.0,11.0,0.0,iv,3000.0
1.0,51.0,3.0,3000.0,3.5,0.0,ia,3000.0
1.0,52.0,3.0,6000.0,1.5,0.0,iv,3000.0
1.0,53.0,3.0,6000.0,0.8,0.0,ia,3000.0
1.0,54.0,3.0,9000.0,5.0,0.0,io,3000.0
1.0,55.0,3.0,12000.0,5.5,0.0,io,3000.0
1.0,56.0,3.0,3000.0,11.0,0.0,ma,3000.0
1.0,0.0,1.0,0.0,11.0,0.0,ao,3000.0
1.0,1.0,1.0,0.0,11.0,0.0,av,3000.0
1.0,2.0,1.0,0.0,3.0,0.0,vo,3000.0
1.0,3.0,1.0,0.0,4.0,0.0,vv,3000.0
1.0,4.0,2.0,0.0,19.5,0.0,ao,3000.0
1.0,5.0,2.0,0.0,31.0,0.0,av,3000.0
1.0,6.0,2.0,0.0,21.5,0.0,aa,3000.0
1.0,7.0,2.0,0.0,4.05,0.0,vo,3000.0
1.0,8.0,2.0,0.0,6.4,0.0,vv,3000.0
1.0,9.0,2.0,0.0,7.5,0.0,va,3000.0
1.0,10.0,4.0,0.0,23.0,0.0,ao,3000.0
1.0,11.0,4.0,0.0,13.0,0.0,av,3000.0
1.0,12.0,4.0,0.0,5.5,0.0,vo,3000.0
1.0,13.0,4.0,0.0,3.4,0.0,vv,3000.0
1.0,14.0,3.0,0.0,48.0,0.0,ao,3000.0
1.0,15.0,3.0,0.0,27.0,0.0,av,3000.0
1.0,16.0,3.0,0.0,10.5,0.0,aa,3000.0
1.0,17.0,3.0,0.0,9.5,0.0,vo,3000.0
1.0,18.0,3.0,0.0,6.4,0.0,vv,3000.0
1.0,19.0,3.0,0.0,2.3,0.0,va,3000.0
1.0,20.0,1.0,6000.0,21.5,0.0,io,3000.0
1.0,21.0,1.0,6000.0,36.0,0.0,iv,3000.0
1.0,22.0,4.0,6000.0,2.7,0.0,io,3000.0
1.0,23.0,4.0,6000.0,2.8,0.0,iv,3000.0
1.0,24.0,4.0,9000.0,1.3,0.0,io,3000.0
1.0,25.0,4.0,9000.0,0.9,0.0,iv,3000.0
1.0,26.0,4.0,12000.0,1.3,0.0,iv,3000.0
1.0,27.0,1.0,9000.0,0.65,0.0,io,3000.0
1.0,28.0,1.0,9000.0,1.45,0.0,iv,3000.0
1.0,29.0,2.0,3000.0,1.95,0.0,io,3000.0
1.0,30.0,2.0,3000.0,2.4,0.0,iv,3000.0
1.0,31.0,2.0,3000.0,2.15,0.0,ia,3000.0
1.0,32.0,2.0,6000.0,2.25,0.0,io,3000.0
1.0,33.0,2.0,6000.0,5.5,0.0,iv,3000.0
1.0,34.0,2.0,6000.0,5.0,0.0,ia,3000.0
1.0,35.0,2.0,9000.0,1.4,0.0,io,3000.0
1.0,36.0,2.0,9000.0,2.2,0.0,iv,3000.0
1.0,37.0,2.0,9000.0,2.85,0.0,ia,3000.0
1.0,38.0,2.0,15000.0,0.9,0.0,io,3000.0
1.0,39.0,3.0,3000.0,6.4,0.0,io,3000.0
1.0,40.0,3.0,3000.0,2.3,0.0,iv,3000.0
1.0,41.0,3.0,3000.0,1.0,0.0,ia,3000.0
1.0,42.0,1.0,3000.0,5.5,0.0,io,3000.0
1.0,43.0,1.0,3000.0,1.45,0.0,iv,3000.0
1.0,44.0,3.0,6000.0,3.0,0.0,io,3000.0
1.0,45.0,3.0,6000.0,5.5,0.0,iv,3000.0
1.0,46.0,3.0,6000.0,0.7,0.0,ia,3000.0
1.0,47.0,4.0,15000.0,1.1,0.0,iv,3000.0
1.0,48.0,3.0,9000.0,1.7,0.0,io,3000.0
1.0,49.0,3.0,9000.0,1.5,0.0,iv,3000.0
1.0,50.0,3.0,9000.0,1.2,0.0,ia,3000.0
1.0,51.0,3.0,12000.0,1.9,0.0,io,3000.0
1.0,52.0,3.0,12000.0,2.0,0.0,iv,3000.0
1.0,53.0,3.0,18000.0,1.4,0.0,iv,3000.0
1.0,54.0,3.0,30000.0,0.8,0.0,io,3000.0
1.0,55.0,3.0,30000.0,0.55,0.0,ia,3000.0
1.0,56.0,3.0,32000.0,1.1,0.0,iv,3000.0
1.0,57.0,4.0,3000.0,3.6,0.0,io,3000.0
1.0,58.0,4.0,3000.0,1.2,0.0,iv,3000.0
1.0,59.0,1.0,6000.0,36.0,0.0,ma,3000.0
1.0,0.0,1.0,0.0,14.0,0.0,ao,3000.0
1.0,1.0,1.0,0.0,4.25,0.0,vo,3000.0
1.0,2.0,2.0,0.0,26.0,0.0,ao,3000.0
1.0,3.0,2.0,0.0,17.0,0.0,av,3000.0
1.0,4.0,2.0,0.0,25.0,0.0,aa,3000.0
1.0,5.0,2.0,0.0,5.25,0.0,vo,3000.0
1.0,6.0,2.0,0.0,6.25,0.0,vv,3000.0
1.0,7.0,2.0,0.0,5.5,0.0,va,3000.0
1.0,8.0,4.0,0.0,6.5,0.0,ao,3000.0
1.0,9.0,4.0,0.0,5.0,0.0,aa,3000.0
1.0,10.0,4.0,0.0,2.9,0.0,vo,3000.0
1.0,11.0,4.0,0.0,2.2,0.0,va,3000.0
1.0,12.0,3.0,0.0,20.0,0.0,ao,3000.0
1.0,13.0,3.0,0.0,13.0,0.0,av,3000.0
1.0,14.0,3.0,0.0,4.25,0.0,vo,3000.0
1.0,15.0,3.0,0.0,4.75,0.0,vv,3000.0
1.0,16.0,1.0,6000.0,3.75,0.0,io,3000.0
1.0,17.0,4.0,36000.0,1.05,0.0,ia,3000.0
1.0,18.0,1.0,12000.0,1.05,0.0,io,3000.0
1.0,19.0,2.0,3000.0,2.75,0.0,io,3000.0
1.0,20.0,2.0,3000.0,4.25,0.0,iv,3000.0
1.0,21.0,2.0,3000.0,3.8,0.0,ia,3000.0
1.0,22.0,2.0,6000.0,3.25,0.0,io,3000.0
1.0,23.0,2.0,6000.0,4.0,0.0,iv,3000.0
1.0,24.0,2.0,6000.0,3.75,0.0,ia,3000.0
1.0,25.0,2.0,12000.0,0.9,0.0,io,3000.0
1.0,26.0,2.0,12000.0,1.2,0.0,iv,3000.0
1.0,27.0,2.0,15000.0,1.2,0.0,io,3000.0
1.0,28.0,3.0,3000.0,2.3,0.0,io,3000.0
1.0,29.0,3.0,3000.0,1.75,0.0,iv,3000.0
1.0,30.0,1.0,3000.0,0.9,0.0,io,3000.0
1.0,31.0,3.0,6000.0,1.3,0.0,io,3000.0
1.0,32.0,3.0,6000.0,1.05,0.0,iv,3000.0
1.0,33.0,4.0,38000.0,1.7,0.0,io,3000.0
1.0,34.0,3.0,15000.0,1.0,0.0,iv,3000.0
1.0,35.0,3.0,30000.0,2.25,0.0,iv,3000.0
1.0,36.0,3.0,36000.0,1.1,0.0,iv,3000.0
1.0,37.0,3.0,38000.0,1.0,0.0,io,3000.0
1.0,38.0,4.0,3000.0,1.05,0.0,io,3000.0
1.0,39.0,4.0,3000.0,0.3,0.0,ia,3000.0
1.0,40.0,4.0,6000.0,0.85,0.0,io,3000.0
1.0,41.0,4.0,6000.0,0.75,0.0,ia,3000.0
1.0,42.0,2.0,3000.0,4.25,0.0,ma,3000.0
1.0,0.0,2.0,0.0,12.0,9.5,ao,3000.0
1.0,1.0,2.0,0.0,23.5,18.0,aa,3000.0
1.0,2.0,2.0,0.0,3.6,2.25,vo,3000.0
1.0,3.0,2.0,0.0,3.7,2.9,va,3000.0
1.0,4.0,3.0,0.0,58.0,5.0,ao,3000.0
1.0,5.0,3.0,0.0,75.0,11.0,av,3000.0
1.0,6.0,3.0,0.0,22.5,4.0,aa,3000.0
1.0,7.0,3.0,0.0,10.0,1.7,vo,3000.0
1.0,8.0,3.0,0.0,11.0,2.0,vv,3000.0
1.0,9.0,3.0,0.0,3.75,0.9,va,3000.0
1.0,10.0,1.0,0.0,11.0,7.0,ao,3000.0
1.0,11.0,1.0,0.0,3.2,1.95,vo,3000.0
1.0,12.0,4.0,0.0,30.0,4.5,ao,3000.0
1.0,13.0,4.0,0.0,5.2,1.0,vo,3000.0
1.0,14.0,1.0,6000.0,2.0,1.55,io,3000.0
1.0,15.0,1.0,12000.0,0.8,0.0,io,3000.0
1.0,16.0,2.0,3000.0,0.65,1.0,io,3000.0
1.0,17.0,2.0,3000.0,2.4,1.95,ia,3000.0
1.0,18.0,2.0,6000.0,1.9,1.4,io,3000.0
1.0,19.0,2.0,9000.0,1.3,0.0,io,3000.0
1.0,20.0,2.0,9000.0,1.2,0.0,ia,3000.0
1.0,21.0,2.0,15000.0,1.0,0.0,io,3000.0
1.0,22.0,2.0,24000.0,0.5,0.0,ia,3000.0
1.0,23.0,3.0,3000.0,4.8,0.35,io,3000.0
1.0,24.0,3.0,3000.0,10.0,0.6,iv,3000.0
1.0,25.0,3.0,3000.0,2.8,0.0,ia,3000.0
1.0,26.0,3.0,6000.0,1.3,0.85,io,3000.0
1.0,27.0,3.0,6000.0,0.9,1.1,iv,3000.0
1.0,28.0,3.0,6000.0,1.1,0.0,ia,3000.0
1.0,29.0,3.0,9000.0,2.55,0.45,io,3000.0
1.0,30.0,3.0,9000.0,2.25,0.8,iv,3000.0
1.0,31.0,3.0,9000.0,0.7,0.0,ia,3000.0
1.0,32.0,3.0,25000.0,1.1,0.0,ia,3000.0
1.0,33.0,3.0,26000.0,0.6,0.0,io,3000.0
1.0,34.0,4.0,3000.0,4.2,0.0,io,3000.0
1.0,35.0,4.0,6000.0,1.0,0.0,io,3000.0
1.0,36.0,1.0,3000.0,0.6,0.45,io,3000.0
1.0,37.0,4.0,9000.0,1.9,0.0,io,3000.0
1.0,38.0,3.0,3000.0,10.0,0.0,ma,3000.0
1.0,0.0,2.0,0.0,9.0,5.0,ao,3000.0
1.0,1.0,2.0,0.0,14.0,3.0,aa,3000.0
1.0,2.0,2.0,0.0,2.35,1.5,vo,3000.0
1.0,3.0,2.0,0.0,2.4,0.75,va,3000.0
1.0,4.0,1.0,0.0,20.0,4.5,ao,3000.0
1.0,5.0,1.0,0.0,1.75,1.3,vo,3000.0
1.0,6.0,3.0,0.0,43.0,9.4,ao,3000.0
1.0,7.0,3.0,0.0,33.0,6.0,av,3000.0
1.0,8.0,3.0,0.0,7.6,1.85,vo,3000.0
1.0,9.0,3.0,0.0,6.5,1.2,vv,3000.0
1.0,10.0,4.0,0.0,24.5,8.0,ao,3000.0
1.0,11.0,4.0,0.0,19.0,5.5,aa,3000.0
1.0,12.0,4.0,0.0,4.3,2.25,vo,3000.0
1.0,13.0,4.0,0.0,3.9,1.5,va,3000.0
1.0,14.0,1.0,6000.0,1.2,1.05,io,3000.0
1.0,15.0,4.0,6000.0,0.6,1.25,io,3000.0
1.0,16.0,4.0,6000.0,0.5,0.85,ia,3000.0
1.0,17.0,4.0,18000.0,0.5,0.0,io,3000.0
1.0,18.0,4.0,24000.0,0.75,0.0,io,3000.0
1.0,19.0,4.0,27000.0,0.75,0.0,ia,3000.0
1.0,20.0,4.0,32000.0,0.75,0.0,io,3000.0
1.0,21.0,1.0,18000.0,0.25,0.4,io,3000.0
1.0,22.0,1.0,31000.0,0.2,0.0,io,3000.0
1.0,23.0,2.0,3000.0,1.05,0.45,io,3000.0
1.0,24.0,2.0,3000.0,1.95,0.3,ia,3000.0
1.0,25.0,2.0,6000.0,1.25,1.1,io,3000.0
1.0,26.0,2.0,6000.0,1.45,0.3,ia,3000.0
1.0,27.0,2.0,18000.0,0.65,0.65,io,3000.0
1.0,28.0,2.0,18000.0,0.55,0.5,ia,3000.0
1.0,29.0,2.0,26000.0,0.5,0.0,io,3000.0
1.0,30.0,2.0,26000.0,0.35,0.0,ia,3000.0
1.0,31.0,3.0,3000.0,6.3,1.1,io,3000.0
1.0,32.0,3.0,3000.0,4.4,0.4,iv,3000.0
1.0,33.0,3.0,6000.0,1.2,1.85,io,3000.0
1.0,34.0,3.0,6000.0,1.5,0.7,iv,3000.0
1.0,35.0,1.0,3000.0,0.35,0.3,io,3000.0
1.0,36.0,3.0,24000.0,1.65,0.45,io,3000.0
1.0,37.0,3.0,24000.0,1.2,0.0,iv,3000.0
1.0,38.0,4.0,61000.0,1.45,0.0,io,3000.0
1.0,39.0,4.0,61000.0,1.5,0.0,ia,3000.0
1.0,40.0,3.0,32000.0,1.4,0.0,iv,3000.0
1.0,41.0,3.0,40000.0,1.25,0.0,io,3000.0
1.0,42.0,3.0,61000.0,1.5,0.0,io,3000.0
1.0,43.0,3.0,61000.0,2.0,0.0,iv,3000.0
1.0,44.0,4.0,3000.0,3.4,1.4,io,3000.0
1.0,45.0,4.0,3000.0,2.3,0.45,ia,3000.0
1.0,46.0,3.0,3000.0,6.3,0.0,ma,3000.0
1.0,0.0,2.0,0.0,12.0,5.0,ao,3000.0
1.0,1.0,2.0,0.0,34.0,3.0,aa,3000.0
1.0,2.0,2.0,0.0,3.0,1.5,vo,3000.0
1.0,3.0,2.0,0.0,5.5,0.75,va,3000.0
1.0,4.0,3.0,0.0,130.0,9.4,ao,3000.0
1.0,5.0,3.0,0.0,110.0,6.0,av,3000.0
1.0,6.0,3.0,0.0,20.0,1.85,vo,3000.0
1.0,7.0,3.0,0.0,19.0,1.2,vv,3000.0
1.0,8.0,1.0,0.0,6.5,4.5,ao,3000.0
1.0,9.0,1.0,0.0,2.3,1.3,vo,3000.0
1.0,10.0,4.0,0.0,70.0,8.0,ao,3000.0
1.0,11.0,4.0,0.0,60.0,5.5,aa,3000.0
1.0,12.0,4.0,0.0,12.0,2.25,vo,3000.0
1.0,13.0,4.0,0.0,8.0,1.5,va,3000.0
1.0,14.0,1.0,6000.0,1.75,1.05,io,3000.0
1.0,15.0,4.0,9000.0,1.2,0.0,io,3000.0
1.0,16.0,4.0,9000.0,0.7,0.0,ia,3000.0
1.0,17.0,4.0,27000.0,1.25,0.0,ia,3000.0
1.0,18.0,4.0,32000.0,1.0,0.0,io,3000.0
1.0,19.0,1.0,9000.0,0.9,0.0,io,3000.0
1.0,20.0,2.0,3000.0,0.95,0.45,io,3000.0
1.0,21.0,2.0,3000.0,3.4,0.3,ia,3000.0
1.0,22.0,2.0,6000.0,2.85,1.1,io,3000.0
1.0,23.0,2.0,6000.0,5.4,0.3,ia,3000.0
1.0,24.0,2.0,9000.0,1.1,0.0,ia,3000.0
1.0,25.0,3.0,3000.0,17.0,1.1,io,3000.0
1.0,26.0,3.0,3000.0,14.0,0.4,iv,3000.0
1.0,27.0,1.0,3000.0,0.45,0.3,io,3000.0
1.0,28.0,3.0,6000.0,4.5,1.85,io,3000.0
1.0,29.0,3.0,6000.0,6.5,0.7,iv,3000.0
1.0,30.0,4.0,62000.0,2.9,0.0,io,3000.0
1.0,31.0,3.0,9000.0,3.25,0.35,io,3000.0
1.0,32.0,3.0,24000.0,1.2,0.45,io,3000.0
1.0,33.0,3.0,24000.0,1.0,0.0,iv,3000.0
1.0,34.0,3.0,40000.0,2.5,0.0,io,3000.0
1.0,35.0,3.0,60000.0,2.75,0.0,iv,3000.0
1.0,36.0,3.0,62000.0,2.5,0.0,io,3000.0
1.0,37.0,4.0,3000.0,11.0,1.4,io,3000.0
1.0,38.0,4.0,3000.0,8.0,0.45,ia,3000.0
1.0,39.0,4.0,6000.0,2.75,1.25,io,3000.0
1.0,40.0,4.0,6000.0,2.75,0.85,ia,3000.0
1.0,41.0,3.0,3000.0,17.0,0.0,ma,3000.0
4.0,0.0,2.0,0.0,70.0,0.0,ao,3000.0
4.0,1.0,2.0,0.0,140.0,0.0,av,3000.0
4.0,2.0,2.0,0.0,190.0,0.0,aa,3000.0
4.0,3.0,2.0,0.0,14.0,0.0,vo,3000.0
4.0,4.0,2.0,0.0,12.5,0.0,vv,3000.0
4.0,5.0,2.0,0.0,29.0,0.0,va,3000.0
4.0,6.0,1.0,0.0,42.5,0.0,ao,3000.0
4.0,7.0,1.0,0.0,160.0,0.0,av,3000.0
4.0,8.0,1.0,0.0,7.75,0.0,vo,3000.0
4.0,9.0,1.0,0.0,21.5,0.0,vv,3000.0
4.0,10.0,3.0,0.0,9.0,0.0,ao,3000.0
4.0,11.0,3.0,0.0,8.0,0.0,aa,3000.0
4.0,12.0,3.0,0.0,3.25,0.0,vo,3000.0
4.0,13.0,3.0,0.0,1.9,0.0,va,3000.0
4.0,14.0,1.0,6000.0,6.0,0.0,io,3000.0
4.0,15.0,1.0,6000.0,2.25,0.0,iv,3000.0
4.0,16.0,1.0,9000.0,2.5,0.0,io,3000.0
4.0,17.0,1.0,9000.0,1.1,0.0,iv,3000.0
4.0,18.0,1.0,12000.0,1.1,0.0,io,3000.0
4.0,19.0,1.0,12000.0,1.1,0.0,iv,3000.0
4.0,20.0,2.0,3000.0,5.5,0.0,io,3000.0
4.0,21.0,2.0,3000.0,9.0,0.0,iv,3000.0
4.0,22.0,2.0,3000.0,24.5,0.0,ia,3000.0
4.0,23.0,1.0,3000.0,3.5,0.0,io,3000.0
4.0,24.0,1.0,3000.0,21.0,0.0,iv,3000.0
4.0,25.0,2.0,6000.0,10.0,0.0,io,3000.0
4.0,26.0,2.0,6000.0,4.25,0.0,iv,3000.0
4.0,27.0,2.0,6000.0,4.25,0.0,ia,3000.0
4.0,28.0,3.0,9000.0,1.75,0.0,io,3000.0
4.0,29.0,2.0,9000.0,1.85,0.0,io,3000.0
4.0,30.0,2.0,9000.0,1.3,0.0,iv,3000.0
4.0,31.0,2.0,9000.0,1.65,0.0,ia,3000.0
4.0,32.0,2.0,12000.0,1.0,0.0,io,3000.0
4.0,33.0,2.0,12000.0,1.75,0.0,iv,3000.0
4.0,34.0,2.0,12000.0,1.0,0.0,ia,3000.0
4.0,35.0,3.0,3000.0,0.5,0.0,io,3000.0
4.0,36.0,3.0,6000.0,1.95,0.0,io,3000.0
4.0,37.0,2.0,3000.0,24.5,0.0,ma,3000.0
1.0,0.0,1.0,0.0,10.0,0.0,ao,3000.0
1.0,1.0,1.0,0.0,1.85,0.0,vo,3000.0
1.0,2.0,3.0,0.0,6.5,0.0,ao,3000.0
1.0,3.0,3.0,0.0,5.0,0.0,aa,3000.0
1.0,4.0,3.0,0.0,2.25,0.0,vo,3000.0
1.0,5.0,3.0,0.0,1.5,0.0,va,3000.0
1.0,6.0,2.0,0.0,12.5,0.0,ao,3000.0
1.0,7.0,2.0,0.0,10.0,0.0,av,3000.0
1.0,8.0,2.0,0.0,44.0,0.0,aa,3000.0
1.0,9.0,2.0,0.0,4.0,0.0,vo,3000.0
1.0,10.0,2.0,0.0,2.4,0.0,vv,3000.0
1.0,11.0,2.0,0.0,6.5,0.0,va,3000.0
1.0,12.0,2.0,6000.0,2.75,0.0,io,3000.0
1.0,13.0,2.0,6000.0,1.2,0.0,iv,3000.0
1.0,14.0,2.0,6000.0,2.0,0.0,ia,3000.0
1.0,15.0,2.0,3000.0,1.2,0.0,io,3000.0
1.0,16.0,2.0,3000.0,1.45,0.0,iv,3000.0
1.0,17.0,2.0,3000.0,5.5,0.0,ia,3000.0
1.0,18.0,1.0,3000.0,0.4,0.0,io,3000.0
1.0,19.0,3.0,6000.0,1.0,0.0,io,3000.0
1.0,20.0,3.0,6000.0,0.65,0.0,ia,3000.0
1.0,21.0,1.0,6000.0,1.4,0.0,io,3000.0
1.0,22.0,1.0,12000.0,0.3,0.0,io,3000.0
1.0,23.0,3.0,3000.0,0.7,0.0,io,3000.0
1.0,24.0,3.0,3000.0,0.65,0.0,ia,3000.0
1.0,25.0,2.0,3000.0,5.5,0.0,ma,3000.0
1.0,0.0,2.0,0.0,15.0,0.0,ao,3000.0
1.0,1.0,2.0,0.0,32.5,0.0,av,3000.0
1.0,2.0,2.0,0.0,12.5,0.0,aa,3000.0
1.0,3.0,2.0,0.0,4.25,0.0,vo,3000.0
1.0,4.0,2.0,0.0,5.5,0.0,vv,3000.0
1.0,5.0,2.0,0.0,2.75,0.0,va,3000.0
1.0,6.0,1.0,0.0,10.0,0.0,ao,3000.0
1.0,7.0,1.0,0.0,14.5,0.0,av,3000.0
1.0,8.0,1.0,0.0,35.0,0.0,aa,3000.0
1.0,9.0,1.0,0.0,3.85,0.0,vo,3000.0
1.0,10.0,1.0,0.0,3.0,0.0,vv,3000.0
1.0,11.0,1.0,0.0,6.0,0.0,va,3000.0
1.0,12.0,3.0,0.0,9.0,0.0,ao,3000.0
1.0,13.0,3.0,0.0,2.1,0.0,av,3000.0
1.0,14.0,3.0,0.0,3.2,0.0,vo,3000.0
1.0,15.0,1.0,6000.0,1.25,0.0,io,3000.0
1.0,16.0,1.0,6000.0,0.7,0.0,iv,3000.0
1.0,17.0,1.0,6000.0,1.1,0.0,ia,3000.0
1.0,18.0,2.0,27000.0,0.75,0.0,ia,3000.0
1.0,19.0,2.0,30000.0,0.45,0.0,io,3000.0
1.0,20.0,3.0,3000.0,0.8,0.0,io,3000.0
1.0,21.0,3.0,6000.0,1.55,0.0,io,3000.0
1.0,22.0,3.0,9000.0,0.7,0.0,io,3000.0
1.0,23.0,1.0,9000.0,1.65,0.0,io,3000.0
1.0,24.0,1.0,9000.0,1.1,0.0,iv,3000.0
1.0,25.0,1.0,9000.0,1.0,0.0,ia,3000.0
1.0,26.0,1.0,12000.0,1.85,0.0,io,3000.0
1.0,27.0,1.0,15000.0,0.55,0.0,iv,3000.0
1.0,28.0,1.0,15000.0,1.1,0.0,ia,3000.0
1.0,29.0,1.0,18000.0,0.7,0.0,io,3000.0
1.0,30.0,1.0,18000.0,0.5,0.0,iv,3000.0
1.0,31.0,1.0,18000.0,0.75,0.0,ia,3000.0
1.0,32.0,1.0,23000.0,0.75,0.0,io,3000.0
1.0,33.0,1.0,25000.0,0.35,0.0,iv,3000.0
1.0,34.0,1.0,27000.0,0.7,0.0,ia,3000.0
1.0,35.0,2.0,3000.0,2.1,0.0,io,3000.0
1.0,36.0,2.0,3000.0,4.0,0.0,iv,3000.0
1.0,37.0,2.0,3000.0,1.4,0.0,ia,3000.0
1.0,38.0,1.0,3000.0,1.0,0.0,io,3000.0
1.0,39.0,1.0,3000.0,1.75,0.0,iv,3000.0
1.0,40.0,1.0,3000.0,4.25,0.0,ia,3000.0
1.0,41.0,2.0,6000.0,1.3,0.0,io,3000.0
1.0,42.0,2.0,6000.0,0.8,0.0,iv,3000.0
1.0,43.0,2.0,6000.0,0.6,0.0,ia,3000.0
1.0,44.0,3.0,18000.0,1.2,0.0,io,3000.0
1.0,45.0,2.0,9000.0,1.3,0.0,io,3000.0
1.0,46.0,2.0,9000.0,1.25,0.0,iv,3000.0
1.0,47.0,2.0,12000.0,1.0,0.0,io,3000.0
1.0,48.0,2.0,12000.0,1.2,0.0,ia,3000.0
1.0,49.0,2.0,18000.0,2.0,0.0,io,3000.0
1.0,50.0,2.0,21000.0,0.7,0.0,io,3000.0
1.0,51.0,2.0,21000.0,1.75,0.0,iv,3000.0
1.0,52.0,2.0,21000.0,1.0,0.0,ia,3000.0
1.0,53.0,1.0,3000.0,4.25,0.0,ma,3000.0
1.0,0.0,2.0,0.0,14.5,0.0,ao,1500.0
1.0,1.0,2.0,0.0,54.0,0.0,av,1500.0
1.0,2.0,2.0,0.0,38.0,0.0,aa,1500.0
1.0,3.0,2.0,0.0,1.3,0.0,vo,1500.0
1.0,4.0,2.0,0.0,4.2,0.0,vv,1500.0
1.0,5.0,2.0,0.0,3.4,0.0,va,1500.0
1.0,6.0,1.0,0.0,10.0,0.0,ao,1500.0
1.0,7.0,1.0,0.0,14.5,0.0,av,1500.0
1.0,8.0,1.0,0.0,0.9,0.0,vo,1500.0
1.0,9.0,1.0,0.0,1.2,0.0,vv,1500.0
1.0,10.0,3.0,0.0,15.0,0.0,ao,1500.0
1.0,11.0,3.0,0.0,45.0,0.0,av,1500.0
1.0,12.0,3.0,0.0,3.3,0.0,vo,1500.0
1.0,13.0,3.0,0.0,3.8,0.0,vv,1500.0
1.0,14.0,4.0,0.0,10.0,0.0,ao,1500.0
1.0,15.0,4.0,0.0,15.5,0.0,aa,1500.0
1.0,16.0,4.0,0.0,3.1,0.0,vo,1500.0
1.0,17.0,4.0,0.0,1.9,0.0,va,1500.0
1.0,18.0,2.0,1500.0,1.1,0.0,io,1500.0
1.0,19.0,2.0,1500.0,4.0,0.0,iv,1500.0
1.0,20.0,2.0,1500.0,2.5,0.0,ia,1500.0
1.0,21.0,2.0,3000.0,1.0,0.0,iv,1500.0
1.0,22.0,2.0,3000.0,0.6,0.0,ia,1500.0
1.0,23.0,2.0,30000.0,0.45,0.0,iv,1500.0
1.0,24.0,2.0,30000.0,1.15,0.0,ia,1500.0
1.0,25.0,2.0,24000.0,0.4,0.0,io,1500.0
1.0,26.0,1.0,1500.0,0.8,0.0,iv,1500.0
1.0,27.0,3.0,1500.0,1.1,0.0,io,1500.0
1.0,28.0,3.0,1500.0,2.8,0.0,iv,1500.0
1.0,29.0,4.0,31000.0,1.15,0.0,io,1500.0
1.0,30.0,3.0,7500.0,1.65,0.0,iv,1500.0
1.0,31.0,3.0,15000.0,1.25,0.0,io,1500.0
1.0,32.0,3.0,15000.0,0.5,0.0,iv,1500.0
1.0,33.0,3.0,30000.0,1.6,0.0,io,1500.0
1.0,34.0,3.0,32000.0,0.95,0.0,iv,1500.0
1.0,35.0,4.0,1500.0,0.5,0.0,io,1500.0
1.0,36.0,4.0,1500.0,1.2,0.0,ia,1500.0
1.0,37.0,4.0,7500.0,1.35,0.0,ia,1500.0
1.0,38.0,4.0,15000.0,1.05,0.0,io,1500.0
1.0,39.0,4.0,15000.0,0.6,0.0,ia,1500.0
1.0,40.0,2.0,1500.0,4.0,0.0,ma,1500.0
1.0,0.0,2.0,0.0,22.5,0.0,ao,3000.0
1.0,1.0,2.0,0.0,13.0,0.0,av,3000.0
1.0,2.0,2.0,0.0,13.0,0.0,aa,3000.0
1.0,3.0,2.0,0.0,13.0,0.0,vo,3000.0
1.0,4.0,2.0,0.0,9.0,0.0,vv,3000.0
1.0,5.0,2.0,0.0,6.0,0.0,va,3000.0
1.0,6.0,3.0,0.0,50.0,0.0,ao,3000.0
1.0,7.0,3.0,0.0,20.0,0.0,av,3000.0
1.0,8.0,3.0,0.0,15.0,0.0,vo,3000.0
1.0,9.0,3.0,0.0,7.5,0.0,vv,3000.0
1.0,10.0,1.0,0.0,10.5,0.0,ao,3000.0
1.0,11.0,1.0,0.0,8.5,0.0,av,3000.0
1.0,12.0,1.0,0.0,7.75,0.0,vo,3000.0
1.0,13.0,1.0,0.0,6.5,0.0,vv,3000.0
1.0,14.0,4.0,0.0,55.0,0.0,ao,3000.0
1.0,15.0,4.0,0.0,35.0,0.0,aa,3000.0
1.0,16.0,4.0,0.0,9.5,0.0,vo,3000.0
1.0,17.0,4.0,0.0,5.5,0.0,va,3000.0
1.0,18.0,1.0,9000.0,1.2,0.0,iv,3000.0
1.0,19.0,3.0,18000.0,4.5,0.0,io,3000.0
1.0,20.0,3.0,18000.0,6.5,0.0,iv,3000.0
1.0,21.0,3.0,21000.0,5.5,0.0,iv,3000.0
1.0,22.0,4.0,3000.0,8.0,0.0,io,3000.0
